                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.122 Rnm= 1.672 K shell
 Pot 1 Z= 8 Rmt= 0.918 Rnm= 1.369
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.823E+00 kf=1.586E+00 Vint=-1.240E+01 Rs_int= 2.287
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   2.0396
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
    19.2000   -2.366293E-04  2.374123E-04  6.117982E+01
    19.2500   -2.351439E-04  2.365749E-04  6.137110E+01
    19.3000   -2.251162E-04  2.357376E-04  6.156238E+01
    19.3500   -2.069716E-04  2.349002E-04  6.175366E+01
    19.4000   -1.814278E-04  2.340629E-04  6.194494E+01
    19.4500   -1.494674E-04  2.332255E-04  6.213622E+01
    19.5000   -1.122993E-04  2.323882E-04  6.232750E+01
    19.5500   -7.131366E-05  2.315508E-04  6.251878E+01
    19.6000   -2.802963E-05  2.307135E-04  6.271006E+01
    19.6500    1.596079E-05  2.298761E-04  6.290134E+01
    19.7000    5.905140E-05  2.290388E-04  6.309262E+01
    19.7500    9.968039E-05  2.282014E-04  6.328390E+01
    19.8000    1.363870E-04  2.273641E-04  6.347518E+01
    19.8500    1.678639E-04  2.265267E-04  6.366646E+01
    19.9000    1.930039E-04  2.256894E-04  6.385774E+01
    19.9500    2.109387E-04  2.248520E-04  6.404902E+01
    20.0000    2.210690E-04  2.240147E-04  6.424030E+01
